"t","w"
2016-12-20,30.36
2016-12-21,30.38
2016-12-22,30.38
2016-12-23,30.37
2016-12-24,30.39
2016-12-25,30.38
2016-12-26,30.42
2016-12-27,30.41
2016-12-28,30.39
2016-12-29,30.39
2016-12-30,30.4
2016-12-31,30.4
